iter	Passed	Remaining
482	17516	18785
483	17552	18749
484	17588	18712
485	17631	18683
486	17666	18645
487	17699	18606
488	17735	18570
489	17770	18532
490	17807	18496
491	17843	18460
492	17876	18420
493	17911	18383
494	17946	18345
495	17982	18308
496	18018	18272
497	18051	18232
498	18086	18195
499	18121	18157
500	18153	18116
501	18187	18078
502	18221	18040
503	18256	18002
504	18290	17964
505	18329	17931
506	18366	17895
507	18400	17857
508	18433	17817
509	18466	17778
510	18502	17742
511	18536	17703
512	18570	17665
513	18612	17635
514	18657	17606
515	18701	17577
516	18741	17544
517	18779	17510
518	18820	17478
519	18861	17446
520	18901	17413
521	18941	17380
522	18985	17351
523	19036	17328
524	19077	17297
525	19117	17263
526	19160	17233
527	19201	17201
528	19242	17168
529	19284	17137
530	19325	17105
531	19366	17073
532	19405	17038
533	19443	17004
534	19478	16966
535	19516	16931
536	19551	16893
537	19590	16859
538	19631	16826
539	19673	16795
540	19713	16762
541	19751	16727
542	19794	16695
543	19835	16662
544	19874	16629
545	19917	16597
546	19957	16564
547	19998	16531
548	20044	16502
549	20083	16468
550	20122	16434
551	20163	16401
552	20206	16369
553	20248	16337
554	20289	16304
555	20327	16269
556	20367	16235
557	20406	16200
558	20445	16166
559	20485	16132
560	20523	16096
561	20560	16060
562	20603	16029
563	20644	15995
564	20684	15961
565	20725	15928
566	20768	15896
567	20807	15861
568	20847	15827
569	20888	15794
570	20928	15760
571	20971	15728
572	21010	15694
573	21051	15660
574	21092	15626
575	21132	15592
576	21176	15561
577	21220	15530
578	21265	15499
579	21312	15469
580	21355	15437
581	21394	15402
582	21430	15365
583	21467	15328
584	21507	15294
585	21544	15257
586	21584	15223
587	21624	15188
588	21664	15154
589	21703	15118
590	21740	15082
591	21777	15045
592	21817	15010
593	21854	14974
594	21891	14938
595	21924	14898
596	21956	14858
597	21991	14820
598	22026	14782
599	22063	14745
600	22097	14707
601	22131	14668
602	22167	14631
603	22201	14592
604	22233	14552
605	22266	14513
606	22302	14476
607	22338	14438
608	22380	14405
609	22422	14372
610	22477	14347
611	22518	14313
612	22560	14279
613	22602	14245
614	22643	14211
615	22682	14176
616	22724	14143
617	22764	14107
618	22804	14073
619	22846	14039
620	22888	14005
621	22928	13970
622	22972	13938
623	23010	13902
624	23054	13869
625	23097	13836
626	23143	13804
627	23180	13767
628	23217	13731
629	23267	13702
630	23305	13665
631	23347	13631
632	23388	13597
633	23428	13562
634	23467	13525
635	23508	13491
636	23579	13474
637	23619	13438
638	23656	13401
639	23697	13367
640	23737	13331
641	23783	13299
642	23822	13263
643	23865	13229
644	23905	13194
645	23945	13158
646	23989	13125
647	24059	13106
648	24107	13075
649	24156	13044
650	24197	13009
651	24244	12977
652	24288	12943
653	24331	12909
654	24371	12873
655	24413	12839
656	24452	12803
657	24493	12768
658	24534	12732
659	24574	12696
660	24616	12661
661	24655	12625
662	24693	12588
663	24733	12553
664	24767	12514
665	24810	12479
666	24854	12445
667	24895	12410
668	24941	12377
669	24983	12342
670	25025	12307
671	25066	12272
672	25105	12235
673	25144	12199
674	25180	12161
675	25223	12126
676	25258	12088
677	25300	12053
678	25337	12015
679	25372	11977
680	25413	11941
681	25454	11906
682	25498	11871
683	25534	11834
684	25570	11796
685	25607	11758
686	25644	11721
687	25676	11681
688	25709	11641
689	25744	11603
690	25780	11565
691	25823	11530
692	25868	11497
693	25908	11461
694	25946	11424
695	25988	11388
696	26026	11351
697	26065	11315
698	26107	11279
699	26151	11245
700	26198	11212
701	26242	11177
702	26279	11139
703	26318	11103
704	26359	11067
705	26395	11029
706	26436	10993
707	26474	10956
708	26508	10917
709	26544	10879
710	26578	10840
711	26614	10802
712	26649	10764
713	26685	10726
714	26719	10687
715	26753	10648
716	26788	10610
717	26821	10571
718	26851	10531
719	26886	10493
720	26918	10453
721	26950	10414
722	26985	10376
723	27021	10338
724	27053	10298
725	27088	10260
726	27122	10222
727	27156	10183
728	27191	10145
729	27224	10106
730	27259	10068
731	27291	10029
732	27327	9991
733	27362	9953
734	27399	9915
735	27434	9877
736	27469	9839
737	27505	9801
738	27538	9763
739	27571	9724
740	27605	9686
741	27637	9647
742	27669	9608
743	27704	9570
744	27736	9530
745	27767	9491
746	27799	9452
747	27833	9414
748	27865	9375
749	27898	9336
750	27929	9297
751	27962	9258
752	27995	9220
753	28029	9182
754	28060	9142
755	28093	9104
756	28126	9065
757	28159	9027
758	28195	8989
759	28228	8951
760	28265	8914
761	28298	8875
762	28332	8837
763	28364	8798
764	28398	8760
765	28434	8723
766	28471	8686
767	28504	8647
768	28541	8610
769	28584	8575
770	28620	8538
771	28656	8500
772	28690	8462
773	28724	8424
774	28757	8386
775	28791	8347
776	28825	8309
777	28859	8272
778	28893	8233
779	28927	8195
780	28960	8158
781	28996	8120
782	29034	8083
783	29071	8046
784	29107	8009
785	29144	7972
786	29180	7934
787	29216	7897
788	29251	7859
789	29289	7822
790	29322	7784
791	29359	7747
792	29399	7711
793	29433	7673
794	29469	7636
795	29503	7598
796	29538	7560
797	29577	7524
798	29611	7486
799	29648	7449
800	29685	7412
801	29720	7374
802	29753	7336
803	29788	7298
804	29821	7260
805	29853	7222
806	29888	7185
807	29922	7147
808	29956	7109
809	29990	7071
810	30025	7034
811	30060	6996
812	30096	6959
813	30132	6922
814	30166	6884
815	30203	6847
816	30237	6809
817	30271	6772
818	30304	6734
819	30341	6697
820	30376	6659
821	30411	6622
822	30444	6584
823	30479	6547
824	30515	6510
825	30551	6472
826	30585	6435
827	30620	6397
828	30656	6360
829	30689	6322
830	30727	6285
831	30761	6248
832	30795	6210
833	30831	6173
834	30867	6136
835	30904	6099
836	30938	6062
837	30975	6024
838	31008	5987
839	31043	5950
840	31079	5912
841	31110	5874
842	31150	5838
843	31188	5801
844	31225	5764
845	31260	5727
846	31294	5689
847	31328	5652
848	31360	5614
849	31392	5576
850	31428	5539
851	31464	5502
852	31498	5465
853	31531	5427
854	31567	5390
855	31601	5353
856	31645	5317
857	31680	5280
858	31717	5243
859	31751	5205
860	31787	5168
861	31823	5131
862	31854	5093
863	31886	5056
864	31918	5018
865	31955	4981
866	31987	4943
867	32021	4906
868	32052	4868
869	32088	4831
870	32123	4794
871	32158	4757
872	32194	4720
873	32241	4685
874	32295	4650
875	32344	4615
876	32377	4577
877	32409	4540
878	32446	4503
879	32479	4465
880	32513	4428
881	32548	4391
882	32582	4354
883	32616	4316
884	32650	4279
885	32684	4242
886	32716	4204
887	32748	4167
888	32781	4129
889	32815	4092
890	32852	4055
891	32888	4018
892	32926	3982
893	32991	3948
894	33050	3914
895	33090	3877
896	33129	3841
897	33168	3804
898	33207	3767
899	33240	3730
900	33275	3693
901	33311	3656
902	33347	3619
903	33384	3582
904	33425	3545
905	33472	3509
906	33515	3473
907	33555	3436
908	33591	3399
909	33630	3363
910	33671	3326
911	33710	3289
912	33756	3253
913	33797	3217
914	33838	3180
915	33880	3143
916	33923	3107
917	33962	3070
918	34002	3033
919	34045	2997
920	34086	2960
921	34130	2924
922	34172	2887
923	34213	2851
924	34250	2814
925	34284	2776
926	34318	2739
927	34351	2702
928	34385	2664
929	34418	2627
930	34454	2590
931	34489	2553
932	34524	2516
933	34558	2479
934	34592	2441
935	34626	2404
936	34662	2367
937	34696	2330
938	34729	2293
939	34765	2256
940	34798	2218
941	34833	2181
942	34869	2144
943	34902	2107
944	34936	2070
945	34967	2033
946	35001	1995
947	35035	1958
948	35069	1921
949	35102	1884
950	35134	1847
951	35170	1810
952	35204	1773
953	35236	1735
954	35268	1698
955	35303	1661
956	35338	1624
957	35372	1587
958	35404	1550
959	35438	1513
960	35471	1476
961	35505	1439
962	35540	1402
963	35574	1365
964	35606	1328
965	35640	1291
966	35672	1254
967	35708	1217
968	35741	1180
969	35776	1143
970	35809	1106
971	35845	1069
972	35881	1032
973	35917	995
974	35950	958
975	35982	921
976	36016	884
977	36051	847
978	36087	810
979	36131	774
980	36172	737
981	36216	700
982	36258	663
983	36299	627
984	36342	590
985	36384	553
986	36423	516
987	36462	479
988	36500	442
989	36541	406
990	36584	369
991	36627	332
992	36669	295
993	36713	258
994	36756	221
995	36798	184
996	36838	147
997	36878	110
998	36919	73
999	36953	36
1000	36990	0
